n;Bn;Un;Ln;Cn;Dn;Dn-Cn
78000;46;28760;9;856432;964202;107770
78000;401;28729;7;903867;1213989;310122
78000;442;28740;8;849501;1131368;281867
78000;107;28455;8;885510;1190900;305390
78000;208;28809;7;1078689;1192410;113721
78000;750;28715;8;1043019;1147156;104137
78000;390;28756;7;897403;1161028;263625
78000;324;28650;8;888720;1249810;361090
78000;216;28652;7;823847;1194392;370545
78000;171;28545;7;929458;1024099;94641
78000;284;28676;8;954117;1049474;95357
78000;54;28714;7;936935;1308299;371364
78000;418;28709;7;922889;1106256;183367
78000;281;28564;7;917439;1059419;141980
78000;238;28714;7;797431;962472;165041
78000;367;28747;7;1005642;1246157;240515
78000;365;28787;7;1011635;1113487;101852
78000;427;28639;7;851092;1041635;190543
78000;55;28640;8;968464;1226719;258255
78000;84;28694;9;1032022;1222461;190439
78000;657;28719;7;884607;1010753;126146
78000;181;28587;8;912285;1037731;125446
78000;184;28804;8;1053514;1074716;21202
78000;534;28746;7;1092370;1286701;194331
78000;79;28561;8;960675;1045945;85270
78000;155;28731;8;854679;1013963;159284
78000;76;28673;8;870668;959733;89065
78000;506;28657;8;866619;1061711;195092
78000;230;28640;7;968931;1078498;109567
78000;211;28647;8;895848;1227183;331335
79000;474;29024;7;940058;1139567;199509
79000;365;28960;8;993619;1046325;52706
79000;406;29211;8;891123;1156704;265581
79000;210;28917;8;872397;1031850;159453
79000;447;29097;8;1157700;1274561;116861
79000;964;28946;7;934125;1010438;76313
79000;277;29102;8;831940;1116512;284572
79000;247;29269;7;828265;1064332;236067
79000;625;29091;8;1090488;1193531;103043
79000;212;29138;7;987204;1236734;249530
79000;215;28965;7;918845;1106419;187574
79000;781;28959;8;911218;1170347;259129
79000;150;29038;8;904828;1068226;163398
79000;409;28985;8;817846;1199228;381382
79000;116;29195;8;918523;1244503;325980
79000;168;29035;7;851518;1150454;298936
79000;200;28977;7;824314;1163512;339198
79000;146;29123;8;869859;1109075;239216
79000;403;29054;7;927293;1132928;205635
79000;432;29104;7;923883;1154488;230605
79000;189;28884;8;839912;1052651;212739
79000;200;29153;7;977350;1056456;79106
79000;399;29090;7;902731;1145736;243005
79000;333;29221;9;820178;1151601;331423
79000;386;28955;8;910167;1216333;306166
79000;462;28955;7;997004;1120970;123966
79000;324;29256;8;1107717;1194929;87212
79000;300;29169;7;976879;999293;22414
79000;383;29029;7;925262;1114099;188837
79000;212;29059;7;862316;1174305;311989
79000;811;29048;8;1004970;1162917;157947
79000;615;29155;8;1058442;1190592;132150
79000;326;29045;8;899201;1226921;327720
79000;207;29071;9;1251293;1464714;213421
79000;118;29064;8;839845;1288247;448402
79000;45;29105;8;1136634;1392398;255764
79000;207;29057;7;930614;1092551;161937
79000;184;29067;7;951421;1276386;324965
79000;570;28933;10;978772;1092495;113723
79000;440;29080;6;988631;1024975;36344
79000;564;29047;8;1014835;1065631;50796
79000;102;28987;7;921989;1023779;101790
79000;188;28892;8;856407;1091729;235322
79000;402;29103;7;831578;1153829;322251
79000;153;29130;7;854642;1077391;222749
79000;207;29155;8;1022013;1088506;66493
79000;106;29073;7;1241069;1347850;106781
79000;124;29127;9;990488;1287875;297387
79000;821;28981;7;1134102;1152202;18100
79000;373;29147;8;930776;1086832;156056
80000;309;29344;8;939680;1196889;257209
80000;789;29402;8;1035854;1067335;31481
80000;557;29548;9;780038;1049664;269626
80000;275;29304;8;1062261;1312248;249987
80000;314;29402;7;953130;1150675;197545
80000;647;29383;7;852488;1121789;269301
80000;466;29497;7;1170155;1272234;102079
80000;409;29436;9;1015671;1208224;192553
80000;395;29489;7;956346;1258923;302577
80000;200;29384;7;851929;1096201;244272
80000;404;29588;8;1033863;1067767;33904
80000;258;29448;8;855729;1154940;299211
80000;849;29393;7;952574;1169851;217277
80000;191;29441;7;950914;1106052;155138
80000;706;29416;8;996032;1277290;281258
80000;199;29447;7;853388;1397610;544222
80000;432;29348;9;969441;1137764;168323
80000;564;29434;8;758151;1085470;327319
80000;235;29416;9;960026;1037573;77547
80000;386;29291;7;1127654;1201527;73873
80000;292;29452;7;973864;1199954;226090
80000;253;29517;9;911729;1283776;372047
80000;573;29439;8;828392;1189719;361327
80000;480;29443;9;938155;1133114;194959
80000;328;29431;8;988758;1229125;240367
80000;467;29342;7;878195;1218399;340204
80000;195;29453;8;799262;1032319;233057
80000;501;29356;8;1073205;1248727;175522
80000;239;29417;7;876578;1243951;367373
80000;228;29446;8;767423;1022959;255536
80000;360;29627;8;854614;1126588;271974
80000;536;29401;7;901344;1377589;476245
80000;323;29434;8;1208786;1228145;19359
80000;386;29460;8;877119;1245472;368353
80000;467;29530;8;915485;1078699;163214
80000;264;29342;7;802292;1101903;299611
80000;157;29457;8;1033336;1224894;191558
80000;218;29486;8;886797;1227931;341134
80000;247;29315;8;887221;1277597;390376
80000;451;29355;8;950669;1528133;577464
80000;408;29426;7;883646;1006893;123247
80000;25;29473;7;1013512;1128887;115375
80000;68;29344;7;937878;1228944;291066
80000;377;29457;8;926357;1135650;209293
80000;657;29496;7;913241;1300346;387105
80000;222;29449;8;1010808;1207932;197124
80000;384;29466;8;1023122;1220392;197270
80000;489;29436;8;877725;1236299;358574
80000;452;29315;8;1162070;1170698;8628
80000;363;29269;8;982023;1221309;239286
81000;515;29973;8;901398;1240523;339125
81000;457;29633;7;904142;1101337;197195
81000;362;29773;7;971090;995864;24774
81000;516;29728;8;885726;1071524;185798
81000;223;29845;7;865701;1181270;315569
81000;314;29766;8;867654;1225771;358117
81000;49;29768;9;824620;1127328;302708
81000;588;29784;9;1002876;1221446;218570
81000;192;29759;8;893692;1120164;226472
81000;464;29978;8;865886;1070669;204783
81000;134;29791;8;953039;1197423;244384
81000;464;29823;8;837703;1137519;299816
81000;327;29901;8;955841;1074312;118471
81000;157;29635;8;1205223;1411356;206133
81000;302;29638;9;975145;1252599;277454
81000;357;29761;8;813016;1071000;257984
81000;465;29877;8;1177976;1474863;296887
81000;705;29851;7;944806;1032118;87312
81000;103;29953;8;798349;1136211;337862
81000;326;29650;9;838946;1113453;274507
81000;345;29944;7;1139608;1211066;71458
81000;119;29863;7;799238;1114508;315270
81000;619;29764;8;868724;1218643;349919
81000;118;29767;7;895937;1205941;310004
81000;62;29954;7;882084;1190443;308359
81000;368;29769;8;977390;1257696;280306
81000;297;29655;7;900248;1041879;141631
81000;350;29766;7;1004130;1072907;68777
81000;834;29933;8;1035817;1276057;240240
81000;251;29570;7;966717;1083372;116655
81000;113;29799;8;998575;1227778;229203
81000;422;29639;8;1056809;1137661;80852
81000;120;29792;8;949367;1301838;352471
81000;446;29776;7;842390;1025049;182659
81000;350;29720;7;930741;1168518;237777
81000;509;29949;8;1017310;1219396;202086
81000;817;29829;7;985971;1102898;116927
81000;128;29816;7;844421;1157402;312981
81000;446;29939;8;803722;1106901;303179
81000;89;29827;8;950030;1031484;81454
81000;455;29836;8;938753;1185936;247183
81000;166;29860;7;997166;1092360;95194
81000;75;29881;7;1047469;1233202;185733
81000;459;29924;7;951654;1060221;108567
81000;844;29767;8;827420;1208015;380595
81000;445;29963;7;863255;1088234;224979
81000;54;29783;8;911221;1040627;129406
81000;142;29787;8;977133;1287176;310043
81000;114;29815;7;889164;1079589;190425
81000;31;29930;7;1082104;1145323;63219
82000;608;30061;7;1015769;1102838;87069
82000;284;30109;8;900634;1314926;414292
82000;77;30111;7;969397;1126064;156667
82000;690;30150;7;985458;1250962;265504
82000;178;30074;8;1037096;1337771;300675
82000;564;30292;7;879521;1185145;305624
82000;374;30081;8;935843;1064620;128777
82000;126;30285;7;894769;1145653;250884
82000;111;30152;7;1061083;1191053;129970
82000;316;30286;8;875735;1298323;422588
82000;240;30191;8;939364;1114145;174781
82000;749;30247;7;1064645;1168345;103700
82000;323;30139;7;909184;1075977;166793
82000;535;30148;8;846049;1078429;232380
82000;189;30094;7;874555;1072102;197547
82000;388;30169;7;899370;1200211;300841
82000;341;30228;7;972686;1166821;194135
82000;191;30101;7;803773;966048;162275
82000;202;30185;7;1010472;1093217;82745
82000;534;30244;9;1049994;1165166;115172
82000;831;30153;7;1018191;1287126;268935
82000;296;30060;7;1093289;1220346;127057
82000;616;30036;8;849143;1168077;318934
82000;496;30221;7;833963;1187744;353781
82000;224;30185;8;844810;1236990;392180
82000;234;30171;9;890291;1304525;414234
82000;368;30363;8;1005188;1197897;192709
82000;378;30075;7;913561;1421397;507836
82000;508;30129;7;868399;1106334;237935
82000;281;30035;8;883884;976997;93113
82000;500;30371;7;1033952;1486711;452759
82000;570;30260;8;920404;1047225;126821
82000;490;30220;7;1081192;1412221;331029
82000;182;30275;8;994801;1188890;194089
82000;371;30073;7;954464;1073294;118830
82000;209;30136;8;806868;1128387;321519
82000;102;30156;7;888801;1180537;291736
82000;645;30236;10;937727;1072702;134975
82000;565;30218;9;984260;1151375;167115
82000;338;30228;8;879066;1314771;435705
82000;168;30072;8;955483;1172096;216613
82000;596;30256;8;970244;1208396;238152
82000;361;30147;8;930329;1161966;231637
82000;116;30204;7;1101398;1473212;371814
82000;253;30303;7;1051338;1103629;52291
82000;238;30184;7;925336;1161555;236219
82000;447;30367;8;919699;1132732;213033
82000;219;30159;8;968604;1166500;197896
82000;655;30238;8;942608;1164707;222099
82000;210;30105;7;1044389;1073449;29060
83000;482;30638;8;1014641;1052033;37392
83000;657;30680;7;1040248;1230220;189972
83000;121;30597;8;908151;1254786;346635
83000;842;30560;8;974380;1248053;273673
83000;216;30501;7;886483;1138574;252091
83000;275;30530;7;1124068;1257954;133886
83000;427;30610;7;1010606;1126788;116182
83000;261;30594;8;916338;1251915;335577
83000;232;30581;8;1066867;1182894;116027
83000;232;30513;7;923561;1016260;92699
83000;294;30621;7;870165;1076152;205987
83000;205;30574;7;1098439;1318819;220380
83000;148;30610;8;909481;1189947;280466
83000;164;30524;8;1116809;1315388;198579
83000;171;30509;8;999741;1124144;124403
83000;377;30579;8;1042404;1391757;349353
83000;483;30565;8;994542;1252077;257535
83000;623;30600;7;1160331;1188473;28142
83000;520;30448;8;914208;1297768;383560
83000;618;30568;7;976957;1271888;294931
83000;765;30531;8;909383;1208814;299431
83000;275;30475;8;915157;1148274;233117
83000;333;30539;7;916194;1264713;348519
83000;439;30441;8;879375;1086102;206727
83000;372;30387;8;927235;1269970;342735
83000;140;30458;7;943314;1266294;322980
83000;385;30439;7;1112981;1217271;104290
83000;477;30582;8;1146512;1199137;52625
83000;161;30490;7;1054853;1693832;638979
83000;371;30566;8;966997;1285227;318230
83000;248;30511;7;1020643;1285564;264921
83000;619;30687;7;1023387;1455759;432372
83000;357;30611;7;1068539;1272110;203571
83000;311;30511;7;1137725;1243762;106037
83000;183;30571;7;1038786;1249364;210578
83000;254;30480;7;940535;1352882;412347
83000;637;30595;8;930271;1127507;197236
83000;112;30613;8;977547;1194004;216457
83000;536;30503;8;856649;1315325;458676
83000;204;30443;8;1001855;1248019;246164
83000;282;30588;8;1189979;1616058;426079
83000;269;30461;8;981638;1049513;67875
83000;352;30503;10;1073163;1162349;89186
83000;121;30511;7;1002440;1198322;195882
83000;401;30467;9;1237055;1290388;53333
83000;261;30468;7;882917;1345887;462970
83000;290;30462;8;1084665;1165578;80913
83000;195;30631;7;843909;1062366;218457
83000;356;30482;7;999047;1258643;259596
83000;224;30611;7;933002;1192077;259075
84000;522;30999;7;1089466;1255649;166183
84000;173;30746;8;1112333;1272560;160227
84000;406;30992;8;883177;1138590;255413
84000;630;30998;8;1017294;1181198;163904
84000;721;30969;8;883736;1209879;326143
84000;285;31051;8;1149136;1186014;36878
84000;518;30824;8;894903;1072363;177460
84000;945;31026;7;996480;1367788;371308
84000;658;30745;7;1165537;1169142;3605
84000;384;30942;7;1103482;1212178;108696
84000;501;30944;9;1034887;1337225;302338
84000;282;30841;8;1058081;1154614;96533
84000;265;30666;8;827235;1551856;724621
84000;782;30880;7;824982;1136430;311448
84000;633;30862;7;827726;1105249;277523
84000;336;30954;7;978744;1194876;216132
84000;680;30831;8;1040769;1182134;141365
84000;365;30908;8;895107;1222165;327058
84000;887;30785;8;921660;1184196;262536
84000;462;30806;8;1108174;1137476;29302
84000;305;30922;7;901535;1465170;563635
84000;181;30916;8;961646;1563839;602193
84000;136;30878;7;916910;1151740;234830
84000;496;30862;8;933497;1228095;294598
84000;348;30930;8;1024229;1094688;70459
84000;483;30819;8;1275518;1363258;87740
84000;188;30859;7;857921;1240593;382672
84000;404;30772;7;914537;1224669;310132
84000;417;31056;8;953172;1586679;633507
84000;158;31002;8;952555;1274279;321724
84000;151;30878;9;834010;1156128;322118
84000;210;30980;8;954378;1460935;506557
84000;259;30804;7;1056505;1352374;295869
84000;351;30763;8;908583;1267131;358548
84000;295;31040;8;972867;1135066;162199
84000;834;30820;10;999574;1194979;195405
84000;314;30929;8;925416;1233567;308151
84000;343;30855;7;862852;1228337;365485
84000;243;30698;9;1177056;1254909;77853
84000;234;30902;8;978448;1251313;272865
84000;191;30751;8;1168457;1277366;108909
84000;590;30981;7;973160;1204605;231445
84000;401;30976;7;1001716;1066459;64743
84000;189;30949;8;814084;1299926;485842
84000;734;30816;7;1035658;1142583;106925
84000;405;30820;8;895899;1258663;362764
84000;966;30967;8;920402;1171035;250633
84000;253;30934;8;923216;1053620;130404
84000;193;30898;9;1085520;1484440;398920
84000;435;30905;7;1130644;1466596;335952
85000;269;31330;8;1148530;1176343;27813
85000;145;31196;7;869595;1329852;460257
85000;346;31199;7;944244;1101880;157636
85000;202;31253;8;1021266;1166566;145300
85000;78;31205;7;1128361;1206675;78314
85000;252;31356;7;871553;1245694;374141
85000;321;31297;7;928520;1351130;422610
85000;426;31041;7;970467;1136613;166146
85000;409;31184;8;922349;1326186;403837
85000;339;31215;8;881988;1204719;322731
85000;674;31203;8;863693;1086548;222855
85000;263;31391;9;1060215;1118809;58594
85000;221;31243;7;1009798;1152226;142428
85000;144;31223;7;984485;1077727;93242
85000;319;31194;7;1089023;1289662;200639
85000;276;31200;7;1059535;1247249;187714
85000;167;31276;7;1040851;1189743;148892
85000;73;31181;8;1055973;1329375;273402
85000;256;31359;8;911147;1166171;255024
85000;418;31153;7;997854;1277098;279244
85000;307;31162;8;951893;1147436;195543
85000;349;31385;8;942763;1211082;268319
85000;350;31248;7;979626;1171426;191800
85000;504;31235;9;969016;1137122;168106
85000;189;31209;7;1036807;1260930;224123
85000;56;31412;8;908333;1300717;392384
85000;685;31256;7;861436;1116598;255162
85000;392;31181;8;829684;1311964;482280
85000;162;31165;8;1217543;1265470;47927
85000;446;31354;9;1041069;1152135;111066
85000;404;31362;7;860576;1181463;320887
85000;161;31179;9;912107;1168000;255893
85000;286;31207;8;970680;1238327;267647
85000;478;31415;8;881652;1180566;298914
85000;559;31388;7;1186322;1233074;46752
85000;271;31458;9;955201;1134398;179197
85000;422;31378;8;837431;1298743;461312
85000;215;31239;7;982724;1149169;166445
85000;608;31280;8;1312538;1527743;215205
85000;320;31326;8;1095789;1173293;77504
85000;395;31121;8;1115312;1240450;125138
85000;219;31410;7;1080103;1280218;200115
85000;500;31426;7;958807;1656968;698161
85000;30;31306;8;905960;1171264;265304
85000;633;31360;7;1044991;1228020;183029
85000;416;31360;7;907544;1197276;289732
85000;271;31316;7;973413;1251247;277834
85000;288;31265;8;1022558;1127419;104861
85000;810;31323;7;1078366;1577326;498960
85000;275;31264;8;974631;1434660;460029
86000;122;31757;8;995611;1266684;271073
86000;584;31632;8;1014118;1315859;301741
86000;257;31604;8;979520;1236183;256663
86000;157;31727;8;1132629;1226510;93881
86000;248;31807;7;1022894;1176052;153158
86000;946;31583;8;990802;1347467;356665
86000;589;31666;7;1257751;1331441;73690
86000;276;31625;7;969035;1155468;186433
86000;727;31864;7;955659;1268158;312499
86000;562;31778;8;995362;1384795;389433
86000;304;31620;7;1042719;1209381;166662
86000;357;31711;7;1001767;1261080;259313
86000;166;31715;9;1092558;1688307;595749
86000;451;31549;8;999581;1166125;166544
86000;326;31637;8;939038;1148203;209165
86000;492;31845;9;969497;1439583;470086
86000;199;31585;7;971589;1235800;264211
86000;326;31751;9;933162;1163888;230726
86000;389;31507;7;1060757;1166529;105772
86000;455;31691;7;1046279;1185894;139615
86000;490;31621;8;1390535;1419712;29177
86000;548;31753;7;923054;1146792;223738
86000;85;31772;8;1016650;1148223;131573
86000;28;31548;9;960544;1253089;292545
86000;355;31546;7;1327844;1379926;52082
86000;433;31810;9;914352;1101520;187168
86000;475;31662;10;945140;1242188;297048
86000;177;31679;7;1117663;1314523;196860
86000;460;31536;7;1006872;1319197;312325
86000;330;31763;9;1012456;1200020;187564
86000;399;31483;8;1051480;1364995;313515
86000;429;31497;8;877701;1298056;420355
86000;202;31759;7;1080289;1321831;241542
86000;548;31673;9;1090883;1275108;184225
86000;121;31585;8;924083;1226257;302174
86000;255;31580;8;962468;1204499;242031
86000;601;31538;7;1264195;1431572;167377
86000;175;31504;7;992275;1181609;189334
86000;643;31561;7;954290;1188876;234586
86000;329;31625;8;1119818;1194795;74977
86000;728;31567;8;897469;1285383;387914
86000;507;31668;8;893500;1249755;356255
86000;156;31662;8;1313200;1441096;127896
86000;554;31512;8;1022129;1141706;119577
86000;539;31750;8;940249;1159906;219657
86000;777;31497;8;1048327;1181147;132820
86000;710;31733;7;1187787;1211781;23994
86000;39;31519;9;916190;1206451;290261
86000;372;31670;7;1041090;1152808;111718
86000;320;31646;7;1091009;1287189;196180
87000;592;32094;7;1046392;1205810;159418
87000;1050;32020;8;978023;1147976;169953
87000;93;32013;7;1183221;1400754;217533
87000;148;31935;9;1025963;1392141;366178
87000;433;31800;7;1042507;1199876;157369
87000;353;32001;7;914598;1180129;265531
87000;338;31979;7;967186;1112935;145749
87000;301;32107;7;1041486;1211392;169906
87000;535;31866;7;1027654;1260793;233139
87000;253;32001;8;1014184;1196534;182350
87000;256;32077;8;1027868;1570029;542161
87000;399;32033;8;1165912;1249768;83856
87000;63;32054;7;963282;1154382;191100
87000;437;31949;8;1002724;1162118;159394
87000;704;32036;8;990725;1158001;167276
87000;545;31996;7;1071223;1425149;353926
87000;365;32147;8;1176871;1276337;99466
87000;973;31964;8;999909;1380304;380395
87000;330;32038;8;1054571;1218931;164360
87000;330;31976;8;935150;1290437;355287
87000;364;31998;8;1068763;1287671;218908
87000;909;31993;9;1090137;1381401;291264
87000;339;32086;7;977077;1170903;193826
87000;405;32018;10;1072633;1198159;125526
87000;279;31972;8;1018902;1160725;141823
87000;211;31927;7;1255665;1307049;51384
87000;249;32039;8;994945;1260212;265267
87000;350;32143;8;987845;1241801;253956
87000;169;32037;7;920476;1329775;409299
87000;250;32177;7;1240143;1264004;23861
87000;95;32098;8;1002244;1251793;249549
87000;264;31965;7;1029015;1365795;336780
87000;163;31981;7;946445;1200229;253784
87000;405;32021;8;1250813;1343770;92957
87000;88;31988;7;1110052;1113041;2989
87000;415;32137;7;1362197;1390249;28052
87000;567;32023;8;981708;1185224;203516
87000;255;32079;7;1011916;1277811;265895
87000;510;31962;8;945611;1117090;171479
87000;191;32168;8;1000665;1444995;444330
87000;384;31969;8;1160570;1214268;53698
87000;235;31948;8;876033;1244476;368443
87000;185;31901;8;1036122;1185926;149804
87000;273;32121;7;1244101;1269892;25791
87000;366;32071;7;1071916;1180464;108548
87000;270;31777;7;1219065;1443820;224755
87000;415;31985;9;950920;1141941;191021
87000;788;31905;7;958982;1325002;366020
87000;71;32101;8;1034153;1157498;123345
87000;190;31947;8;1086554;1376117;289563
88000;437;32298;8;1101811;1128680;26869
88000;540;32395;8;1044961;1164167;119206
88000;734;32318;8;1189293;1338206;148913
88000;559;32318;7;1137904;1430286;292382
88000;293;32394;7;999212;1200114;200902
88000;272;32472;8;1226567;1248629;22062
88000;567;32356;7;1015424;1329262;313838
88000;160;32624;7;971412;1378995;407583
88000;416;32420;7;1228835;1283663;54828
88000;375;32336;8;993677;1416582;422905
88000;61;32328;8;966745;1279496;312751
88000;154;32431;8;885931;1137003;251072
88000;761;32468;8;989824;1044423;54599
88000;328;32232;8;999611;1248608;248997
88000;146;32300;8;1189143;1409622;220479
88000;333;32477;8;1138968;1284664;145696
88000;505;32252;8;931306;1259911;328605
88000;186;32470;8;1014715;1371862;357147
88000;296;32442;8;906957;1212445;305488
88000;238;32474;7;995536;1305796;310260
88000;201;32424;8;1016651;1302087;285436
88000;509;32367;8;1057761;1316765;259004
88000;329;32349;8;1136870;1303799;166929
88000;532;32258;8;847353;1246111;398758
88000;316;32339;8;1154979;1279500;124521
88000;360;32375;7;1116065;1244258;128193
88000;247;32286;8;1081263;1336596;255333
88000;771;32470;9;928510;1534264;605754
88000;290;32284;7;837001;1206792;369791
88000;369;32471;7;983360;1532078;548718
88000;315;32374;8;1009714;1334024;324310
88000;489;32394;9;979970;1402669;422699
88000;416;32470;7;1086874;1292724;205850
88000;202;32401;8;1171497;1318566;147069
88000;98;32549;7;1265229;1348725;83496
88000;676;32400;7;991815;1261322;269507
88000;332;32412;7;974388;1310112;335724
88000;808;32244;8;996540;1143764;147224
88000;619;32425;7;954065;1281573;327508
88000;196;32582;7;1018808;1203454;184646
88000;235;32462;7;1049646;1296075;246429
88000;397;32377;7;1013918;1337333;323415
88000;376;32442;8;1081982;1435690;353708
88000;301;32561;8;1182090;1343407;161317
88000;118;32404;9;989898;1210455;220557
88000;884;32387;8;1080200;1353600;273400
88000;376;32423;8;997857;1125839;127982
88000;1081;32268;9;959007;1301639;342632
88000;527;32304;8;1193121;1220777;27656
88000;728;32391;8;950235;1525733;575498
89000;684;32784;10;1054660;1359884;305224
89000;215;32796;10;1019304;1303872;284568
89000;383;32853;9;999234;1253364;254130
89000;852;32643;7;1270531;1313290;42759
89000;645;32642;8;1199436;1424965;225529
89000;287;32737;7;965805;1209113;243308
89000;380;32715;8;1058536;1167034;108498
89000;330;32702;7;1001368;1322139;320771
89000;112;33047;9;1104627;1301362;196735
89000;246;32640;8;915879;1235685;319806
89000;299;32606;7;1228214;1479165;250951
89000;413;32634;8;1056705;1162229;105524
89000;407;32781;7;1047684;1251537;203853
89000;504;32690;8;1000822;1158688;157866
89000;377;32727;8;888096;1548736;660640
89000;540;32675;7;1038199;1426010;387811
89000;259;32616;8;990885;1330705;339820
89000;327;32799;9;1084200;1227926;143726
89000;353;32858;7;1019563;1511125;491562
89000;123;32716;7;1144603;1221001;76398
89000;532;32653;8;1108529;1364652;256123
89000;277;32598;7;1057342;1218087;160745
89000;672;32799;7;1079265;1434999;355734
89000;300;32767;8;1091990;1200712;108722
89000;340;32806;9;999537;1506487;506950
89000;406;32703;8;1051728;1334101;282373
89000;431;32858;8;919064;1419960;500896
89000;150;32696;9;1256845;1456388;199543
89000;345;32746;7;1161262;1192986;31724
89000;407;32808;7;1107503;1346259;238756
89000;302;32544;7;1129938;1307373;177435
89000;278;32515;7;1077934;1239872;161938
89000;208;32842;8;1097204;1205602;108398
89000;755;32595;7;953294;1360262;406968
89000;658;32782;7;1275140;1365945;90805
89000;491;32921;8;929904;1172312;242408
89000;418;32786;8;970398;1321392;350994
89000;552;32738;7;1142387;1367218;224831
89000;503;32760;8;1004126;1209927;205801
89000;258;32864;8;926855;1270640;343785
89000;518;32878;8;1020350;1215792;195442
89000;328;32815;9;980479;1405331;424852
89000;396;32736;7;1043687;1210578;166891
89000;518;32802;8;1075769;1619402;543633
89000;640;32847;8;923012;1146994;223982
89000;426;32492;7;968567;1225458;256891
89000;261;32969;8;1102340;1218982;116642
89000;298;32782;8;997433;1875890;878457
89000;409;32661;7;1057615;1379342;321727
89000;243;32782;8;961016;1221702;260686
90000;558;33116;7;973055;1494285;521230
90000;232;33154;7;1208018;1461360;253342
90000;117;33232;8;1135419;1312710;177291
90000;232;33074;7;1023315;1433102;409787
90000;541;33207;7;1141213;1250412;109199
90000;463;33129;9;977907;1195315;217408
90000;145;33386;8;1096708;1320327;223619
90000;532;33208;7;999951;1433445;433494
90000;145;33177;8;1064787;1251223;186436
90000;779;33261;7;1216568;1332580;116012
90000;680;33180;8;1092178;1192559;100381
90000;420;33285;8;1252071;1463312;211241
90000;636;33156;8;1027472;1417112;389640
90000;222;33076;9;1101343;1240920;139577
90000;123;33164;7;1170893;1248026;77133
90000;291;32958;8;1335842;1344167;8325
90000;629;33034;7;935893;1113965;178072
90000;352;33002;7;931383;1193680;262297
90000;181;32995;8;992105;1226093;233988
90000;322;32965;7;957640;1356479;398839
90000;590;33053;8;1039863;1120708;80845
90000;351;33237;8;975619;1318858;343239
90000;480;33412;7;1079439;1274058;194619
90000;392;32968;8;1165667;1399861;234194
90000;242;33220;8;1316767;1745322;428555
90000;440;33093;8;1351909;1475585;123676
90000;216;33041;8;1180375;1242144;61769
90000;469;33070;7;987449;1255092;267643
90000;658;33007;8;963158;1129652;166494
90000;290;32965;7;1201050;1433080;232030
90000;280;33079;8;1014023;1400382;386359
90000;162;33193;7;1156460;1276967;120507
90000;386;33095;9;961837;1147273;185436
90000;313;33034;8;1346981;1648333;301352
90000;479;33214;8;1285159;1286614;1455
90000;234;33018;8;1238008;1485405;247397
90000;583;33110;8;1109234;1322888;213654
90000;89;33203;7;1083217;1251131;167914
90000;644;33181;8;1091296;1450787;359491
90000;196;33058;7;1519626;1693242;173616
90000;261;33171;8;1152857;1628905;476048
90000;310;33045;7;1080590;1338400;257810
90000;385;33323;7;1016696;1342143;325447
90000;679;32942;8;1189549;1404104;214555
90000;604;33067;8;1094841;1395357;300516
90000;479;33131;7;942770;1251867;309097
90000;279;33156;8;1047814;1322244;274430
90000;354;33026;7;1012656;1392837;380181
90000;41;33124;8;1100243;1414149;313906
90000;523;33259;7;1078480;1245845;167365
91000;744;33401;7;1099414;1320822;221408
91000;173;33697;8;1393462;1411704;18242
91000;176;33565;7;973696;1331353;357657
91000;218;33513;8;1221854;1452146;230292
91000;420;33534;8;1138125;1261207;123082
91000;874;33464;7;1174504;1247730;73226
91000;64;33348;7;1212806;1331125;118319
91000;694;33557;9;947426;1226318;278892
91000;667;33479;7;1034067;1413041;378974
91000;313;33391;7;1140506;1364396;223890
91000;220;33385;8;1038179;1239891;201712
91000;429;33469;8;1350780;1373627;22847
91000;335;33441;7;1057892;1449068;391176
91000;163;33582;7;1009353;1412201;402848
91000;496;33447;8;1196808;1246408;49600
91000;801;33622;8;1011951;1245490;233539
91000;215;33415;7;922653;1120091;197438
91000;461;33432;8;942666;1232936;290270
91000;186;33514;8;1144457;1338583;194126
91000;307;33676;9;1002323;1219868;217545
91000;513;33523;8;885810;1351814;466004
91000;122;33657;7;1083981;1201112;117131
91000;765;33359;8;1118337;1424662;306325
91000;848;33452;7;916916;1088652;171736
91000;482;33542;9;1025057;1226134;201077
91000;637;33436;7;1147694;1273759;126065
91000;298;33296;8;1238990;1423891;184901
91000;312;33510;8;1154846;1343902;189056
91000;79;33668;8;1160108;1416003;255895
91000;175;33666;8;1125164;1260141;134977
91000;255;33517;8;1090744;1229767;139023
91000;468;33557;8;1080146;1293642;213496
91000;274;33363;8;1024726;1476262;451536
91000;71;33438;7;1215555;1507167;291612
91000;646;33444;8;932596;1239405;306809
91000;241;33576;8;995132;1131818;136686
91000;380;33618;9;1097961;1225465;127504
91000;573;33332;7;1301812;1330199;28387
91000;500;33571;7;1118046;1586470;468424
91000;564;33369;7;917019;1302064;385045
91000;834;33561;7;980786;1145094;164308
91000;326;33510;8;1121609;1188244;66635
91000;421;33497;8;1084518;1542433;457915
91000;492;33333;7;1081629;1244321;162692
91000;600;33617;8;963077;1317398;354321
91000;387;33333;8;1398446;1525037;126591
91000;232;33255;8;1348103;1364120;16017
91000;475;33494;8;979471;1237866;258395
91000;310;33421;8;1021984;1263322;241338
91000;135;33572;8;1097345;1282452;185107
92000;50;33799;8;1076095;1369804;293709
92000;321;33931;8;1266225;1360434;94209
92000;345;33981;8;1093609;1912594;818985
