n;Bn;Un;Ln;Cn;Dn;Dn-Cn
42000;257;15424;7;496795;595700;98905
42000;172;15409;7;412879;580266;167387
42000;178;15404;7;510341;546304;35963
42000;122;15491;8;388234;593823;205589
42000;79;15445;7;429401;546137;116736
42000;134;15361;7;473266;510044;36778
42000;173;15473;7;449683;581577;131894
42000;272;15475;7;475968;650884;174916
42000;62;15441;7;389324;490935;101611
42000;204;15511;8;458144;557300;99156
42000;281;15428;8;492490;542907;50417
42000;135;15401;8;547886;585793;37907
42000;76;15459;7;428400;551514;123114
42000;264;15502;7;465061;593083;128022
42000;154;15427;7;410473;576110;165637
42000;305;15444;8;473061;592320;119259
42000;147;15452;7;439608;529002;89394
42000;127;15420;8;473363;717967;244604
42000;509;15517;9;440813;542036;101223
42000;305;15462;8;488522;574291;85769
42000;421;15517;7;397649;508860;111211
42000;218;15341;7;485035;530523;45488
42000;352;15335;6;493035;616503;123468
42000;224;15457;7;667435;673467;6032
42000;453;15518;8;429267;553401;124134
43000;101;15851;7;449963;538036;88073
43000;206;15785;6;504380;530954;26574
43000;220;15848;8;490440;648977;158537
43000;106;15855;7;444381;654079;209698
43000;316;15818;8;583282;621722;38440
43000;271;15905;8;479807;598558;118751
43000;375;15732;7;447317;551160;103843
43000;537;15862;9;492867;582612;89745
43000;365;15848;7;538578;575641;37063
43000;170;15869;7;471623;511448;39825
43000;538;15739;8;439576;518151;78575
43000;61;15972;7;443211;506764;63553
43000;191;15705;7;495492;522231;26739
43000;388;15886;7;530899;550165;19266
43000;178;15756;8;429440;642181;212741
43000;119;15861;7;570234;667395;97161
43000;497;15730;7;498873;535673;36800
43000;185;15839;6;407310;582974;175664
43000;316;15809;7;616981;628614;11633
43000;108;15814;7;464014;568960;104946
43000;244;15739;6;506606;519635;13029
43000;210;15824;7;404911;565643;160732
43000;470;15695;7;495878;581605;85727
43000;265;15899;7;464666;534038;69372
43000;320;15777;7;442838;617556;174718
43000;388;15773;8;550615;630682;80067
43000;101;15893;8;469847;552021;82174
43000;74;15728;9;575374;602818;27444
43000;136;15803;8;463643;579815;116172
43000;203;15758;8;450695;686702;236007
43000;76;15804;8;621595;648671;27076
43000;632;15763;7;423859;625332;201473
43000;85;15900;7;593567;610620;17053
43000;322;15880;8;443049;603614;160565
43000;333;15790;8;488159;584643;96484
43000;453;15733;8;453557;555894;102337
43000;335;15904;7;422885;606288;183403
43000;108;15858;7;599112;670384;71272
43000;305;15727;8;447079;611290;164211
43000;276;15775;7;517920;551055;33135
43000;362;15744;7;502356;674325;171969
43000;241;15792;8;479776;658638;178862
43000;427;15862;7;475298;678223;202925
43000;400;15751;7;489560;592130;102570
43000;210;15949;6;443528;612181;168653
43000;468;15805;9;495922;563430;67508
43000;511;15811;8;448764;707353;258589
43000;219;15757;7;416056;596074;180018
43000;438;15850;8;493824;607352;113528
43000;210;15717;8;458822;568860;110038
44000;334;16164;8;622941;631848;8907
44000;302;16201;7;467897;605595;137698
44000;75;16245;7;483082;642751;159669
44000;279;16098;7;637110;680367;43257
44000;465;16166;7;457813;576841;119028
44000;207;15998;8;481484;588018;106534
44000;235;16180;7;450368;596219;145851
44000;228;16071;7;484095;611920;127825
44000;448;16136;7;496572;589736;93164
44000;271;16137;7;508580;575038;66458
44000;156;16195;7;623286;641242;17956
44000;165;16235;9;498410;570956;72546
44000;176;16131;7;532816;573909;41093
44000;260;16232;7;548880;606138;57258
44000;226;16108;7;487737;617740;130003
44000;395;16334;7;503702;657894;154192
44000;240;16209;8;502914;612768;109854
44000;235;16139;7;486495;650409;163914
44000;219;16151;7;421380;547332;125952
44000;164;16185;7;459459;683632;224173
44000;232;16082;8;508992;624717;115725
44000;328;16232;7;459932;633694;173762
44000;264;16223;7;445014;500767;55753
44000;411;16179;8;519182;639142;119960
44000;441;16216;7;505454;613333;107879
44000;391;16230;7;455539;505175;49636
44000;490;16224;8;624384;629680;5296
44000;156;16241;7;553675;673285;119610
44000;686;16235;8;445811;604792;158981
44000;71;16309;7;449759;591849;142090
44000;600;16216;8;463750;730785;267035
44000;665;16173;8;433306;573198;139892
44000;266;16258;8;557158;558238;1080
44000;518;16295;7;476740;582452;105712
44000;91;16130;7;481436;601337;119901
44000;52;16166;7;473914;640128;166214
44000;472;16143;6;441384;606828;165444
44000;165;16231;7;520586;586881;66295
44000;324;16136;8;468360;571169;102809
44000;188;16166;8;475955;765204;289249
44000;156;16135;7;412690;696092;283402
44000;52;16302;8;550678;619506;68828
44000;444;16243;8;612168;647861;35693
44000;555;16326;7;478619;595244;116625
44000;84;16094;7;557485;571807;14322
44000;249;16254;7;414999;568029;153030
44000;532;16135;8;420661;566218;145557
44000;237;16176;10;470283;608546;138263
44000;276;16209;6;566458;609088;42630
44000;327;16066;8;573163;712050;138887
45000;153;16457;8;513785;571958;58173
45000;263;16620;7;521221;653371;132150
45000;74;16433;8;458000;613740;155740
45000;253;16473;7;453276;562343;109067
45000;141;16551;7;573651;576072;2421
45000;215;16644;7;469727;567883;98156
45000;156;16526;8;528135;628141;100006
45000;299;16520;8;511668;605581;93913
45000;163;16574;8;479163;561852;82689
45000;309;16438;7;495909;616109;120200
45000;221;16430;7;555825;684171;128346
45000;327;16628;7;481561;594946;113385
45000;96;16478;7;503406;548473;45067
45000;169;16391;8;529473;575951;46478
45000;207;16602;7;495539;645173;149634
45000;59;16628;7;581429;656575;75146
45000;438;16489;7;484241;625127;140886
45000;96;16512;7;614792;687739;72947
45000;495;16542;7;457721;529997;72276
45000;421;16475;7;447949;623279;175330
45000;49;16507;8;604814;678098;73284
45000;98;16536;8;537445;759686;222241
45000;439;16545;7;454272;613673;159401
45000;287;16459;7;495560;642066;146506
45000;165;16598;7;476196;622813;146617
45000;43;16631;7;545184;661891;116707
45000;249;16424;8;456855;553450;96595
45000;153;16563;7;499863;590632;90769
45000;290;16597;7;466804;592140;125336
45000;169;16534;7;597920;656310;58390
45000;346;16575;7;436399;634987;198588
45000;320;16467;7;458394;573589;115195
45000;304;16588;8;526838;618278;91440
45000;127;16536;7;554641;594841;40200
45000;244;16573;8;529353;653995;124642
45000;482;16505;7;490722;644056;153334
45000;346;16444;8;619392;620811;1419
45000;123;16584;7;505386;657555;152169
45000;230;16638;7;452157;623329;171172
45000;451;16534;8;522246;700517;178271
45000;230;16542;8;502605;635825;133220
45000;52;16592;7;493632;554494;60862
45000;282;16457;7;575505;645452;69947
45000;461;16691;8;546902;574494;27592
45000;184;16499;9;472742;658610;185868
45000;48;16488;7;499513;603489;103976
45000;191;16561;7;526703;602021;75318
45000;379;16498;7;457103;598543;141440
45000;230;16592;7;470634;627238;156604
45000;186;16618;9;452624;617377;164753
46000;160;16933;8;546327;858363;312036
46000;77;16873;6;497333;683933;186600
46000;450;16917;8;611339;717962;106623
46000;380;17005;7;508170;613238;105068
46000;471;16846;7;664630;697925;33295
46000;148;16824;8;527391;748981;221590
46000;156;16815;8;492434;758180;265746
46000;83;16993;7;528446;647208;118762
46000;278;16872;7;522755;622071;99316
46000;237;16820;8;460855;550731;89876
46000;283;16892;7;491414;611445;120031
46000;222;16821;8;483234;709232;225998
46000;181;16913;8;542982;642472;99490
46000;255;16834;7;528179;535584;7405
46000;272;16940;7;533109;575476;42367
46000;321;16854;8;455780;619618;163838
46000;246;16939;7;608729;666958;58229
46000;168;16894;7;560649;665157;104508
46000;134;16968;10;527563;577532;49969
46000;140;16837;7;407355;752732;345377
46000;250;16943;8;508943;653868;144925
46000;176;16903;8;490338;610899;120561
46000;648;16917;7;545743;574407;28664
46000;363;16904;8;653597;773596;119999
46000;106;16786;7;529164;664921;135757
46000;186;16960;7;486992;664641;177649
46000;354;16768;7;566122;572312;6190
46000;350;16834;8;524025;637699;113674
46000;330;17040;7;554073;582563;28490
46000;120;16909;8;462806;649217;186411
46000;345;16807;8;551204;642956;91752
46000;229;16980;7;525794;638274;112480
46000;95;16862;7;498630;592039;93409
46000;165;17016;7;528249;588372;60123
46000;137;16998;9;511539;627914;116375
46000;95;16835;7;535829;614547;78718
46000;91;16758;7;525447;641751;116304
46000;295;16901;7;470424;637533;167109
46000;261;16906;9;433942;611418;177476
46000;400;16963;7;516139;757121;240982
46000;33;16863;7;537470;637610;100140
46000;238;16989;8;612081;710100;98019
46000;332;16806;6;459351;568144;108793
46000;410;16895;9;475944;670152;194208
46000;308;16874;7;507410;602261;94851
46000;517;16955;8;596818;659122;62304
46000;429;16954;7;494967;566228;71261
46000;118;16888;7;565089;626417;61328
46000;216;16929;7;482469;668917;186448
46000;204;16936;7;457528;550431;92903
47000;299;17175;8;475740;694795;219055
47000;322;17205;7;563448;632322;68874
47000;320;17121;7;473616;716714;243098
47000;384;17245;8;466505;665632;199127
47000;238;17205;8;930338;953968;23630
47000;313;17199;7;632628;697774;65146
47000;149;17355;7;452384;645832;193448
47000;575;17330;7;688841;788127;99286
47000;250;17374;7;574955;715494;140539
47000;133;17219;7;568181;582104;13923
47000;99;17271;7;472553;596964;124411
47000;602;17186;7;464891;701874;236983
47000;259;17295;7;548376;590768;42392
47000;206;17404;7;515177;709958;194781
47000;103;17181;7;616865;697842;80977
47000;99;17232;7;574034;675521;101487
47000;333;17314;8;547100;620134;73034
47000;218;17244;7;480178;626373;146195
47000;293;17310;7;675877;774002;98125
47000;384;17308;7;589585;600833;11248
47000;255;17311;7;505261;607182;101921
47000;362;17362;8;591009;654313;63304
47000;149;17240;7;497920;627499;129579
47000;80;17249;7;517941;657872;139931
47000;90;17295;7;707348;743923;36575
47000;301;17234;7;562996;692501;129505
47000;239;17372;7;467161;688122;220961
47000;58;17405;7;504346;614981;110635
47000;180;17266;6;539239;586338;47099
47000;60;17370;7;500261;610876;110615
47000;240;17194;8;576240;678720;102480
47000;446;17341;7;490224;688354;198130
47000;351;17088;7;563292;621502;58210
47000;118;17344;8;544055;625196;81141
47000;287;17417;7;695205;747965;52760
47000;179;17264;7;484711;587715;103004
47000;505;17184;7;529080;613820;84740
47000;361;17404;7;543771;583142;39371
47000;304;17258;9;510736;674907;164171
47000;522;17378;8;491471;639201;147730
47000;222;17219;7;491761;649308;157547
47000;695;17293;7;492762;639029;146267
47000;285;17270;7;515861;751995;236134
47000;335;17327;10;505320;570103;64783
47000;229;17177;7;500544;599668;99124
47000;408;17323;7;544302;667269;122967
47000;103;17326;8;507012;605112;98100
47000;200;17357;7;570885;616603;45718
47000;271;17298;8;451741;656792;205051
47000;110;17273;8;529301;639574;110273
48000;241;17540;7;508457;669834;161377
48000;456;17663;8;532952;654963;122011
48000;231;17735;8;516996;593991;76995
48000;70;17734;7;646149;747029;100880
48000;197;17559;7;495513;783488;287975
48000;161;17591;8;531128;629559;98431
48000;276;17714;7;462130;671941;209811
48000;287;17674;7;444435;619829;175394
48000;98;17673;8;608012;687857;79845
48000;321;17663;8;545228;793288;248060
48000;217;17578;6;463632;704456;240824
48000;234;17723;7;578178;649411;71233
48000;62;17724;7;532773;581741;48968
48000;338;17681;8;519960;635320;115360
48000;380;17626;7;612594;708632;96038
48000;147;17701;7;504467;701352;196885
48000;228;17532;7;494122;677470;183348
48000;312;17592;8;450763;561389;110626
48000;348;17744;8;538449;610611;72162
48000;124;17670;8;509363;701521;192158
48000;383;17629;7;525625;717085;191460
48000;179;17592;7;519864;684474;164610
48000;185;17609;7;519901;602157;82256
48000;72;17706;6;610111;832619;222508
48000;625;17613;7;541174;616650;75476
48000;261;17603;7;464919;642683;177764
48000;232;17620;7;523575;672035;148460
48000;323;17619;7;623890;646947;23057
48000;401;17727;9;602575;718814;116239
48000;522;17539;8;518630;619468;100838
48000;226;17703;7;530369;637930;107561
48000;155;17641;8;568567;645269;76702
48000;49;17572;8;516127;673136;157009
48000;145;17667;7;613517;638647;25130
48000;229;17664;7;498734;623829;125095
48000;436;17493;8;474246;612584;138338
48000;211;17574;7;588251;818053;229802
48000;126;17678;7;529577;640512;110935
48000;82;17589;7;516491;633154;116663
48000;345;17735;7;548750;680045;131295
48000;152;17521;8;513424;670195;156771
48000;452;17672;7;555546;705324;149778
48000;107;17680;8;565522;754970;189448
48000;187;17666;7;487248;695278;208030
48000;299;17689;7;606022;617155;11133
48000;179;17732;8;475366;580886;105520
48000;86;17673;7;492132;737647;245515
48000;71;17559;7;639698;708258;68560
48000;637;17499;9;572282;776259;203977
48000;189;17630;8;539714;652169;112455
49000;417;18011;7;499837;666451;166614
49000;219;18034;8;536263;823115;286852
49000;445;18067;8;565330;650748;85418
49000;401;18003;7;468920;718671;249751
49000;159;18133;8;610178;642040;31862
49000;412;18039;7;551728;627865;76137
49000;22;17960;7;528632;607944;79312
49000;264;18054;7;535624;747461;211837
49000;149;18103;8;527853;737998;210145
49000;220;18072;8;508278;691146;182868
49000;317;18139;7;482433;689344;206911
49000;272;18107;7;549308;587278;37970
49000;171;18098;8;590823;623897;33074
49000;376;18003;9;491705;706207;214502
49000;88;18021;7;627320;666537;39217
49000;97;18054;8;624968;822234;197266
49000;500;18103;8;597450;603369;5919
49000;221;18054;7;461107;714403;253296
49000;153;18052;8;557848;693338;135490
49000;226;17989;7;538310;742483;204173
49000;168;18107;7;631267;634490;3223
49000;395;18136;7;880875;919855;38980
49000;68;18003;7;530752;648358;117606
49000;218;18153;8;525320;645468;120148
49000;327;18097;7;490593;725663;235070
49000;203;17883;7;543073;635749;92676
49000;579;18051;9;529396;704008;174612
49000;206;18020;7;552540;626076;73536
49000;334;18121;8;496816;698104;201288
49000;235;18043;7;621824;787448;165624
49000;249;17921;6;579743;648341;68598
49000;93;18112;7;560015;643297;83282
49000;322;17911;7;534016;611051;77035
49000;304;18059;7;503974;639099;135125
49000;376;18085;7;534573;696953;162380
49000;449;18002;7;568273;783547;215274
49000;44;18053;7;566235;653535;87300
49000;287;17893;7;671278;753625;82347
49000;584;17994;7;642885;850994;208109
49000;27;18095;7;594100;639711;45611
49000;442;17978;8;591587;613530;21943
49000;116;18027;7;586107;841068;254961
49000;187;18064;7;611117;759062;147945
49000;324;18084;7;748648;907762;159114
49000;106;18044;7;570668;682803;112135
49000;482;18012;7;529770;650645;120875
49000;487;17985;7;626459;780492;154033
49000;363;18031;7;613195;677446;64251
49000;572;18094;7;550077;661519;111442
49000;253;18139;8;492612;834795;342183
50000;235;18400;8;603686;609990;6304
50000;328;18411;7;715707;778289;62582
50000;297;18326;9;539030;619383;80353
50000;117;18413;7;554937;679108;124171
50000;192;18520;8;549529;756733;207204
50000;260;18387;7;566397;763755;197358
50000;147;18462;7;483048;677556;194508
50000;129;18407;8;539102;655640;116538
50000;273;18451;8;526349;658994;132645
50000;513;18274;7;724065;732855;8790
50000;243;18388;8;580154;686369;106215
50000;355;18357;9;532179;653532;121353
50000;341;18538;7;507875;659523;151648
50000;166;18357;7;704287;769132;64845
50000;312;18276;7;549806;748223;198417
50000;321;18466;7;492192;654156;161964
50000;126;18452;7;519923;715349;195426
50000;179;18483;8;688985;758921;69936
50000;249;18489;7;607866;627031;19165
50000;578;18381;7;523386;673461;150075
50000;446;18393;8;562662;661142;98480
50000;243;18400;8;728825;824544;95719
50000;347;18366;8;571646;601428;29782
50000;235;18448;8;483178;701105;217927
50000;190;18463;8;570400;694057;123657
50000;565;18400;7;585819;768988;183169
50000;204;18316;7;453537;657774;204237
50000;195;18421;8;483253;817690;334437
50000;316;18362;10;579583;654022;74439
50000;259;18438;7;549756;728200;178444
50000;259;18408;11;558680;688173;129493
50000;563;18385;6;581779;722449;140670
50000;410;18384;8;523936;779783;255847
50000;564;18419;7;602845;624661;21816
50000;177;18453;7;628751;657167;28416
50000;608;18326;8;557991;711901;153910
50000;517;18506;8;688375;730164;41789
50000;408;18520;7;596861;663588;66727
50000;446;18377;7;787425;836195;48770
50000;388;18254;7;568903;776643;207740
50000;194;18368;8;573052;640716;67664
50000;187;18356;7;538587;641525;102938
50000;378;18288;7;535343;656977;121634
50000;109;18334;7;661042;682823;21781
50000;204;18275;7;568327;689781;121454
50000;297;18337;7;631586;732939;101353
50000;134;18386;7;662426;718339;55913
50000;65;18254;7;556715;588469;31754
50000;64;18410;10;526702;655737;129035
50000;253;18319;7;578803;748937;170134
51000;381;18682;7;507204;693214;186010
51000;302;18644;7;646042;720456;74414
51000;203;18716;8;540685;810136;269451
51000;596;18791;7;611487;666277;54790
51000;515;18743;8;510406;794974;284568
51000;223;18750;7;674911;796926;122015
51000;383;18789;7;699877;770692;70815
51000;426;18748;8;663592;701653;38061
51000;432;18661;7;551862;756203;204341
51000;285;18737;7;574795;702400;127605
51000;475;18788;7;650934;927093;276159
51000;466;18725;8;590378;749190;158812
51000;387;18828;7;640925;644968;4043
51000;31;18820;8;543916;715924;172008
51000;86;18906;7;524019;683215;159196
